k1,k2,ka,k1_avg,k2_avg,ka_avg,ζ_avg,prob_avg,λ1_avg,λ2_avg,λa_avg,σ_λ1,σ_λ2,σ_λa
9.0,81.0,45.0,8.992,80.83199999999998,44.912,-0.34889282,0.0,1.33620579,53.65082467,34.91124663,0.41285896,1.8086897,0.50232252
9.0,83.0,46.0,8.9768,82.80999999999999,45.8934,-0.36011307,0.0,1.38342102,56.58972,36.19923505,0.49148709,1.42188446,0.49180726
9.0,85.0,47.0,8.916,85.08760000000001,47.00179999999999,-0.3677662,0.0,1.15403401,58.70678871,37.10402041,0.40173917,1.32897917,0.34962334
9.0,87.0,48.0,8.9976,86.94239999999999,47.96999999999999,-0.36544135,0.0,1.47289763,59.68026409,37.84462224,0.55416923,2.21154886,0.71181034
9.0,89.0,49.0,9.0392,89.0976,49.068400000000004,-0.36553317,0.0,1.13641556,61.21373949,38.82693681,0.42895836,1.56047425,0.5963666
9.0,91.0,50.0,8.948400000000001,90.95239999999998,49.9504,-0.37645331,0.0,1.48002437,63.91011867,39.83124377,0.38750782,1.70262646,0.31057175
9.0,93.0,51.0,9.006,93.1524,51.0792,-0.36948092,0.0,1.21185087,63.77525367,40.15273429,0.39174179,3.31669448,0.92437849
9.0,95.0,52.0,8.9484,94.9324,51.9404,-0.37048707,0.0,1.26895141,65.4833237,41.18913099,0.45603515,2.58338139,0.87707308
9.0,97.0,53.0,9.012000000000002,97.2204,53.11619999999999,-0.37568235,0.0,1.13595862,67.80899357,42.29933075,0.37092213,2.4929273,0.6595577
9.0,99.0,54.0,8.946399999999999,99.1948,54.0706,-0.38470162,0.0,1.18152805,70.3334507,43.2530594,0.44843469,2.10209287,0.52459853
9.0,101.0,55.0,8.9448,101.0868,55.0158,-0.38712202,0.0,1.30490756,72.09977056,44.18005632,0.46251409,1.68871706,0.76703438
9.0,103.0,56.0,9.004,103.07560000000001,56.03979999999999,-0.39480134,0.0,1.18779851,74.40722344,45.01331674,0.36774562,2.37425388,0.84727544
9.0,105.0,57.0,9.0904,105.11880000000001,57.104600000000005,-0.39449615,0.0,1.31794003,76.52498007,46.30364849,0.31046904,2.59733727,0.59378741
